Type,Product,Started Date,Completed Date,Description,Amount,Fee,Currency,State,Balance
Transfer,Current,2025-12-30 15:24:18,2025-12-31 12:01:39,International Transfer to Universitatea Nationala de Stiinte si Tehnologie Politehnica Bucuresti,-100.00,0.00,RON,COMPLETED,39.89
Transfer,Current,2025-12-31 21:43:22,2025-12-31 21:43:22,Revolut Bank UAB Vilnius Sucursala București,-31.00,0.00,RON,COMPLETED,8.89
Transfer,Current,2026-01-11 01:37:53,2026-01-11 01:37:53,Revolut Bank UAB Vilnius Sucursala București,15.00,0.00,RON,COMPLETED,23.89
Transfer,Current,2026-01-11 23:58:45,2026-01-11 23:58:45,Revolut Bank UAB Vilnius Sucursala București,100.00,0.00,RON,COMPLETED,123.89
Transfer,Current,2026-01-12 09:28:37,2026-01-12 09:28:37,Revolut Bank UAB Vilnius Sucursala București,-5.00,0.00,RON,COMPLETED,118.89
Transfer,Current,2026-01-12 09:28:51,2026-01-12 09:28:51,Revolut Bank UAB Vilnius Sucursala București,3.00,0.00,RON,COMPLETED,121.89
Transfer,Current,2026-01-12 09:29:18,2026-01-12 09:29:19,Revolut Bank UAB Vilnius Sucursala București,2.00,0.00,RON,COMPLETED,123.89
Transfer,Current,2026-01-12 09:34:06,2026-01-12 09:34:06,Revolut Bank UAB Vilnius Sucursala București,-30.00,0.00,RON,COMPLETED,93.89
Transfer,Current,2026-01-12 09:35:12,2026-01-12 09:35:13,Revolut Bank UAB Vilnius Sucursala București,30.00,0.00,RON,COMPLETED,123.89
Transfer,Current,2026-01-12 11:34:25,2026-01-12 11:34:25,Revolut Bank UAB Vilnius Sucursala București,134.99,0.00,RON,COMPLETED,258.88
Card Payment,Current,2026-01-12 12:15:46,2026-01-13 04:45:59,Mira Romfruct,-35.50,0.00,RON,COMPLETED,223.38
Card Payment,Current,2026-01-12 16:54:44,2026-01-13 04:46:04,Trading M2b,-12.50,0.00,RON,COMPLETED,210.88
Card Payment,Current,2026-01-12 08:26:49,2026-01-13 04:46:08,Trei Amigos Together Srl,-8.00,0.00,RON,COMPLETED,202.88
Card Payment,Current,2026-01-12 14:48:11,2026-01-13 08:07:25,Eur Comtur,-5.00,0.00,RON,COMPLETED,197.88
Card Payment,Current,2026-01-12 21:23:15,2026-01-13 17:21:24,Metrorex,-5.00,0.00,RON,COMPLETED,192.88
Card Payment,Current,2026-01-13 23:31:43,2026-01-14 07:26:59,Mega Image,-44.47,0.00,RON,COMPLETED,148.41
Transfer,Current,2026-01-14 12:52:49,2026-01-14 12:52:49,Balance migration to another region or legal entity,-136.41,0.00,RON,COMPLETED,12.00
Transfer,Current,2026-01-14 12:52:49,2026-01-14 12:52:49,Balance migration to another region or legal entity,136.41,0.00,RON,COMPLETED,148.41
Card Payment,Current,2026-01-14 09:44:27,2026-01-15 04:47:01,Mira Romfruct,-5.00,0.00,RON,COMPLETED,143.41
Card Payment,Current,2026-01-14 16:11:10,2026-01-15 07:41:51,Nova prompt,-6.50,0.00,RON,COMPLETED,136.91
Card Payment,Current,2026-01-14 11:40:24,2026-01-15 14:34:03,Latte Coffee To Go,-7.00,0.00,RON,COMPLETED,129.91
Card Payment,Current,2026-01-15 15:08:46,2026-01-16 07:07:41,Curcubeului Market,-24.00,0.00,RON,COMPLETED,105.91
Card Payment,Current,2026-01-15 16:02:55,2026-01-16 07:09:18,Mira Romfruct,-24.00,0.00,RON,COMPLETED,81.91
Transfer,Current,2026-01-16 15:30:47,2026-01-16 15:30:48,Transfer to Revolut user,-10.00,0.00,RON,COMPLETED,71.91
Card Payment,Current,2026-01-15 15:27:37,2026-01-16 17:12:25,Metrorex,-5.00,0.00,RON,COMPLETED,66.91
Card Payment,Current,2026-01-15 19:37:02,2026-01-16 17:12:30,Metrorex,-5.00,0.00,RON,COMPLETED,61.91
Transfer,Current,2026-01-16 23:36:27,2026-01-16 23:36:27,Transfer from Revolut user,10.00,0.00,RON,COMPLETED,71.91
Card Payment,Current,2026-01-16 18:03:06,2026-01-17 15:05:42,Mega Mall Bucuresti,-3.00,0.00,RON,COMPLETED,68.91
Transfer,Current,2026-01-18 14:17:50,2026-01-18 14:17:50,Transfer from Revolut user,191.00,0.00,RON,COMPLETED,259.91
Card Payment,Current,2026-01-18 14:55:20,2026-01-19 04:43:56,Mega Image,-8.49,0.00,RON,COMPLETED,251.42
Card Payment,Current,2026-01-18 21:12:29,2026-01-19 12:04:06,Smash Me,-98.00,0.00,RON,COMPLETED,153.42
Card Payment,Current,2026-01-19 12:21:12,2026-01-20 04:36:14,Trading M2b,-24.00,0.00,RON,COMPLETED,129.42
Card Payment,Current,2026-01-19 13:30:03,2026-01-20 04:36:15,Trading M2b,-12.50,0.00,RON,COMPLETED,116.92
Card Payment,Current,2026-01-19 10:07:33,2026-01-20 04:36:20,Trei Amigos Together Srl,-13.00,0.00,RON,COMPLETED,103.92
Card Payment,Current,2026-01-19 16:57:34,2026-01-20 15:48:31,PENNY,-11.42,0.00,RON,COMPLETED,92.50
Card Payment,Current,2026-01-19 07:38:27,2026-01-20 17:23:44,Metrorex,-5.00,0.00,RON,COMPLETED,87.50
Card Payment,Current,2026-01-19 20:52:41,2026-01-20 17:23:49,Metrorex,-5.00,0.00,RON,COMPLETED,82.50
Transfer,Current,2026-01-21 16:48:06,2026-01-21 16:48:06,Transfer to Revolut user,-31.00,0.00,RON,COMPLETED,51.50
Topup,Current,2026-01-22 12:18:46,2026-01-22 12:18:47,Payment from ELENA-MIOARA BAIDAN,130.00,0.00,RON,COMPLETED,181.50
Card Payment,Current,2026-01-21 18:48:28,2026-01-22 13:02:46,Gloria Jean's Coffees,-45.00,0.00,RON,COMPLETED,136.50
Transfer,Current,2026-01-22 19:58:43,2026-01-22 19:58:44,Transfer from ALEXANDRA-NICOLETA PALCU,100.00,0.00,RON,COMPLETED,236.50
Card Payment,Current,2026-01-24 15:36:14,2026-01-25 04:25:29,Arabian Taste,-32.00,0.00,RON,COMPLETED,204.50
Card Payment,Current,2026-01-24 15:30:31,2026-01-25 07:10:06,Mega Image,-17.47,0.00,RON,COMPLETED,187.03
Card Payment,Current,2026-01-25 16:07:05,2026-01-26 04:25:07,Curcubeului Market,-24.00,0.00,RON,COMPLETED,163.03
Transfer,Current,2026-01-27 14:10:37,2026-01-27 14:10:38,Transfer from Revolut user,25.01,0.00,RON,COMPLETED,188.04
Card Payment,Current,2026-01-27 09:25:33,2026-01-28 08:00:49,Mega Image,-25.00,0.00,RON,COMPLETED,163.04
Topup,Current,2026-01-29 11:38:01,2026-01-29 11:38:02,Payment from ELENA-MIOARA BAIDAN,130.00,0.00,RON,COMPLETED,293.04
Transfer,Current,2026-01-29 12:55:33,2026-01-29 12:55:35,To Razvan Mihai Pica,-86.00,0.00,RON,COMPLETED,207.04
Transfer,Current,2026-01-31 12:42:44,2026-01-31 12:42:44,Transfer from Revolut user,5.00,0.00,RON,COMPLETED,212.04
Transfer,Current,2026-01-31 12:57:13,2026-01-31 12:57:14,Transfer to Revolut user,-37.00,0.00,RON,COMPLETED,175.04
Transfer,Current,2026-01-31 19:32:01,2026-01-31 19:32:01,Transfer from ALEXANDRA-NICOLETA PALCU,100.00,0.00,RON,COMPLETED,275.04
Card Payment,Current,2026-01-31 12:42:29,2026-02-01 07:19:15,Mega Image,-15.73,0.00,RON,COMPLETED,259.31
Card Payment,Current,2026-01-31 10:48:30,2026-02-01 07:20:00,DMD Coffee & Vending,-3.00,0.00,RON,COMPLETED,256.31
Topup,Current,2026-02-03 11:35:17,2026-02-03 11:35:18,Payment from ELENA-MIOARA BAIDAN,130.00,0.00,RON,COMPLETED,386.31
Transfer,Current,2026-02-04 15:11:54,2026-02-04 15:11:55,Transfer to MARIN STEFAN-CARADEANU,-55.00,0.00,RON,COMPLETED,331.31
Transfer,Current,2026-02-04 15:53:24,2026-02-04 15:53:24,Transfer to Revolut user,-48.50,0.00,RON,COMPLETED,282.81
Transfer,Current,2026-02-04 17:48:44,2026-02-04 17:48:44,Transfer to Revolut user,-20.00,0.00,RON,COMPLETED,262.81
Topup,Current,2026-02-05 11:48:40,2026-02-05 11:48:40,Payment from ELENA-MIOARA BAIDAN,130.00,0.00,RON,COMPLETED,392.81
Card Payment,Current,2026-02-04 14:59:47,2026-02-05 17:18:17,Uni door expert,-39.00,0.00,RON,COMPLETED,353.81
Card Payment,Current,2026-02-04 10:30:30,2026-02-05 20:15:55,Gmn Birotica,-5.00,0.00,RON,COMPLETED,348.81
Transfer,Current,2026-02-06 23:21:02,2026-02-06 23:21:03,Transfer to Revolut user,-23.00,0.00,RON,COMPLETED,325.81
Transfer,Current,2026-02-07 00:11:56,2026-02-07 00:11:57,Transfer to Revolut user,-9.00,0.00,RON,COMPLETED,316.81
Transfer,Current,2026-02-07 17:55:19,2026-02-07 17:55:19,Transfer from ALEXANDRA-NICOLETA PALCU,100.00,0.00,RON,COMPLETED,416.81
Card Payment,Current,2026-02-07 16:17:05,2026-02-08 07:25:45,MM Partners Pub,-3.00,0.00,RON,COMPLETED,413.81
Card Payment,Current,2026-02-08 00:25:16,2026-02-08 07:31:11,MOL,-24.99,0.00,RON,COMPLETED,388.82
Transfer,Current,2026-02-08 20:53:19,2026-02-08 20:53:19,Transfer to Revolut user,-25.00,0.00,RON,COMPLETED,363.82
Card Payment,Current,2026-02-08 15:15:29,2026-02-09 07:37:47,Gloria Jean's Coffees,-21.00,0.00,RON,COMPLETED,342.82
Transfer,Current,2026-02-09 22:30:40,2026-02-09 22:30:41,Transfer to Revolut user,-25.00,0.00,RON,COMPLETED,317.82
Card Payment,Current,2026-02-09 14:38:07,2026-02-10 04:24:54,Arabian Taste,-40.00,0.00,RON,COMPLETED,277.82
Card Payment,Current,2026-02-07 00:37:35,2026-02-10 04:25:31,LUKOIL,-25.00,0.00,RON,COMPLETED,252.82
Card Payment,Current,2026-02-09 14:33:45,2026-02-10 07:42:20,Mega Image,-5.37,0.00,RON,COMPLETED,247.45
Card Payment,Current,2026-02-09 22:30:01,2026-02-10 07:42:23,Mega Image,-12.78,0.00,RON,COMPLETED,234.67
Card Payment,Current,2026-02-09 09:34:52,2026-02-10 07:48:50,MOL,-24.99,0.00,RON,COMPLETED,209.68
Transfer,Current,2026-02-10 14:25:43,2026-02-10 14:25:44,Transfer to Revolut user,-36.00,0.00,RON,COMPLETED,173.68
Transfer,Current,2026-02-10 17:20:27,2026-02-10 17:20:28,Transfer from Revolut user,6.00,0.00,RON,COMPLETED,179.68
Card Payment,Current,2026-02-10 19:01:12,2026-02-11 04:42:31,Froo,-25.00,0.00,RON,COMPLETED,154.68
Card Payment,Current,2026-02-10 10:59:52,2026-02-11 11:30:49,Mega Image,-8.26,0.00,RON,COMPLETED,146.42
Card Payment,Current,2026-02-10 16:52:47,2026-02-11 11:30:53,Mega Image,-22.32,0.00,RON,COMPLETED,124.10
Transfer,Current,2026-02-11 11:31:00,2026-02-11 11:31:01,Transfer to ALEXANDRU-RAZVAN TUDORICA,-80.00,0.00,RON,COMPLETED,44.10
Card Payment,Current,2026-02-11 15:39:28,2026-02-12 04:41:37,Alex Fresh Food,-31.00,0.00,RON,COMPLETED,13.10
Card Payment,Current,2026-02-11 13:03:21,2026-02-12 07:47:40,Mega Image,-10.37,0.00,RON,COMPLETED,2.73
Transfer,Current,2026-02-14 15:01:50,2026-02-14 15:01:50,Transfer from Revolut user,80.00,0.00,RON,COMPLETED,82.73
Transfer,Current,2026-02-14 17:56:17,2026-02-14 17:56:18,Transfer to Revolut user,-20.00,0.00,RON,COMPLETED,62.73
Transfer,Current,2026-02-14 18:16:19,2026-02-14 18:16:19,Transfer from Revolut user,20.00,0.00,RON,COMPLETED,82.73
Transfer,Current,2026-02-14 21:42:10,2026-02-14 21:42:10,Transfer to Revolut user,-20.00,0.00,RON,COMPLETED,62.73
Transfer,Current,2026-02-16 19:42:03,2026-02-16 19:42:03,Transfer to Revolut user,-25.00,0.00,RON,COMPLETED,37.73
Transfer,Current,2026-02-16 19:42:16,2026-02-16 19:42:17,Transfer to MARIN STEFAN-CARADEANU,-20.00,0.00,RON,COMPLETED,17.73
Topup,Current,2026-02-16 19:47:26,2026-02-16 19:47:27,Apple Pay top-up by *6660,60.00,0.00,RON,COMPLETED,77.73
Transfer,Current,2026-02-16 19:47:37,2026-02-16 19:47:37,Transfer to Revolut user,-40.00,0.00,RON,COMPLETED,37.73
Topup,Current,2026-02-16 21:14:59,2026-02-16 21:15:00,Apple Pay top-up by *6660,70.00,0.00,RON,COMPLETED,107.73
Transfer,Current,2026-02-16 21:15:15,2026-02-16 21:15:16,Transfer to Revolut user,-107.73,0.00,RON,COMPLETED,0.00
Exchange,Current,2026-02-17 17:41:28,2026-02-17 17:41:28,Exchanged to RON,84.48,0.00,RON,COMPLETED,84.48
Transfer,Current,2026-02-17 21:25:08,2026-02-17 21:25:09,Transfer from Revolut user,146.00,0.00,RON,COMPLETED,230.48
Transfer,Current,2026-02-18 11:54:01,2026-02-18 11:54:02,Transfer to Revolut user,-100.00,0.00,RON,COMPLETED,130.48
Transfer,Current,2026-02-19 19:05:05,2026-02-19 19:05:05,Transfer from ALEXANDRA-NICOLETA PALCU,100.00,0.00,RON,COMPLETED,230.48
Transfer,Current,2026-02-19 22:08:49,2026-02-19 22:08:49,Transfer from Revolut user,105.00,0.00,RON,COMPLETED,335.48
Transfer,Current,2026-02-19 23:31:24,2026-02-19 23:31:24,Transfer from MARIN STEFAN-CARADEANU,6.00,0.00,RON,COMPLETED,341.48
Card Payment,Current,2026-02-19 11:11:43,2026-02-20 07:37:44,Dr.Max,-6.49,0.00,RON,COMPLETED,334.99
Card Payment,Current,2026-02-19 22:06:34,2026-02-20 07:37:59,Mega Image,-16.47,0.00,RON,COMPLETED,318.52
Card Payment,Current,2026-02-19 23:30:18,2026-02-20 07:38:02,Mega Image,-7.68,0.00,RON,COMPLETED,310.84
Card Payment,Current,2026-02-21 21:56:50,2026-02-22 04:24:45,Mega Image,-34.10,0.00,RON,COMPLETED,276.74
Transfer,Current,2026-02-22 19:23:48,2026-02-22 19:23:49,Transfer from Revolut user,34.00,0.00,RON,COMPLETED,310.74
Card Payment,Current,2026-02-22 19:24:03,2026-02-23 07:26:51,McDonald's,-60.50,0.00,RON,COMPLETED,250.24
Card Payment,Current,2026-02-23 12:11:13,2026-02-24 04:43:38,Trei Amigos Together Srl,-8.00,0.00,RON,COMPLETED,242.24
Topup,Current,2026-02-24 16:40:32,2026-02-24 16:40:33,Payment from ELENA-MIOARA BAIDAN,130.00,0.00,RON,COMPLETED,372.24
Card Payment,Current,2026-02-23 12:18:37,2026-02-24 17:36:49,Facultatea de Automatică şi Calculatoare,-17.00,0.00,RON,COMPLETED,355.24
Card Payment,Current,2026-02-24 20:54:42,2026-02-25 07:13:22,Ponis Trading Srl,-13.00,0.00,RON,COMPLETED,342.24
Card Payment,Current,2026-02-24 20:22:08,2026-02-25 07:13:28,Better Burger Society,-62.00,0.00,RON,COMPLETED,280.24
Transfer,Current,2026-02-25 14:07:20,2026-02-25 14:07:21,Transfer to Revolut user,-20.00,0.00,RON,COMPLETED,260.24
Transfer,Current,2026-02-25 14:40:40,2026-02-25 14:40:41,Transfer from Revolut user,20.00,0.00,RON,COMPLETED,280.24
Card Payment,Current,2026-02-25 14:36:51,2026-02-26 03:54:53,Trading M2b,-25.00,0.00,RON,COMPLETED,255.24
Card Payment,Current,2026-02-25 21:36:47,2026-02-26 07:02:59,Mega Image,-4.19,0.00,RON,COMPLETED,251.05
Transfer,Current,2026-02-26 16:28:51,2026-02-26 16:28:54,Transfer from Revolut user,240.00,0.00,RON,COMPLETED,491.05
Card Payment,Current,2026-02-25 14:03:49,2026-02-26 18:32:18,Facultatea de Automatică şi Calculatoare,-23.00,0.00,RON,COMPLETED,468.05
Card Payment,Current,2026-02-26 12:40:41,2026-02-27 07:10:48,Orient Shaorma,-33.00,0.00,RON,COMPLETED,435.05
Card Payment,Current,2026-02-26 18:33:17,2026-02-27 15:39:20,Lidl,-2.29,0.00,RON,COMPLETED,432.76
Card Payment,Current,2026-02-26 15:02:24,2026-02-27 16:01:56,RomPetrol,-25.00,0.00,RON,COMPLETED,407.76
Transfer,Current,2026-02-27 19:54:31,2026-02-27 19:54:32,Transfer to Revolut user,-7.50,0.00,RON,COMPLETED,400.26
Transfer,Current,2026-02-27 19:54:51,2026-02-27 19:54:51,Transfer to Revolut user,-5.00,0.00,RON,COMPLETED,395.26
Transfer,Current,2026-02-27 22:52:33,2026-02-27 22:52:33,Transfer from Revolut user,50.00,0.00,RON,COMPLETED,445.26
Transfer,Current,2026-02-28 02:02:10,2026-02-28 02:02:10,Transfer from Revolut user,1.45,0.00,RON,COMPLETED,446.71
Transfer,Current,2026-02-28 02:02:17,2026-02-28 02:02:17,Transfer from Revolut user,10.00,0.00,RON,COMPLETED,456.71
Transfer,Current,2026-02-28 02:02:35,2026-02-28 02:02:36,Transfer from Revolut user,9.00,0.00,RON,COMPLETED,465.71
Transfer,Current,2026-02-28 03:03:55,2026-02-28 03:03:55,Transfer to Revolut user,-11.00,0.00,RON,COMPLETED,454.71
Card Payment,Current,2026-02-27 22:51:50,2026-02-28 07:28:23,Mega Image,-101.91,0.00,RON,COMPLETED,352.80
Card Payment,Current,2026-02-27 14:34:50,2026-02-28 07:33:01,Trading M2b,-25.00,0.00,RON,COMPLETED,327.80
Card Payment,Current,2026-02-27 14:03:14,2026-02-28 07:33:05,Trei Amigos Together Srl,-15.00,0.00,RON,COMPLETED,312.80
Card Payment,Current,2026-02-27 19:00:19,2026-02-28 07:33:06,SuperCom Food Service,-37.80,0.00,RON,COMPLETED,275.00
Card Payment,Current,2026-02-27 14:39:36,2026-02-28 07:33:08,Trei Amigos Together Srl,-8.00,0.00,RON,COMPLETED,267.00
Card Payment,Current,2026-02-28 09:25:24,2026-03-01 06:31:58,Mega Image,-8.49,0.00,RON,COMPLETED,258.51
Card Payment,Current,2026-02-28 09:24:55,2026-03-01 06:35:41,Uber,-22.94,0.00,RON,COMPLETED,235.57
Transfer,Current,2026-03-01 16:28:26,2026-03-01 16:28:28,Transfer from ALEXANDRA-NICOLETA PALCU,100.00,0.00,RON,COMPLETED,335.57
Card Payment,Current,2026-03-01 19:31:03,2026-03-02 07:05:13,MOL,-24.99,0.00,RON,COMPLETED,310.58
Transfer,Current,2026-03-02 10:32:32,2026-03-02 10:32:33,Transfer to MARIN STEFAN-CARADEANU,-8.00,0.00,RON,COMPLETED,302.58
Transfer,Current,2026-03-02 10:57:57,2026-03-02 10:57:58,To Remus Rughinis,-10.00,0.00,RON,COMPLETED,292.58
Transfer,Current,2026-03-02 16:06:14,2026-03-02 16:06:14,Transfer to Revolut user,-59.00,0.00,RON,COMPLETED,233.58
Card Payment,Current,2026-03-02 16:21:05,2026-03-03 04:31:06,Simigeria Matei,-7.99,0.00,RON,COMPLETED,225.59
Card Payment,Current,2026-03-02 21:05:25,2026-03-03 07:11:04,Mega Image,-31.50,0.00,RON,COMPLETED,194.09
Topup,Current,2026-03-03 11:08:57,2026-03-03 11:08:57,Payment from ELENA-MIOARA BAIDAN,130.00,0.00,RON,COMPLETED,324.09
Card Payment,Current,2026-03-02 07:17:19,2026-03-03 18:02:29,Metrorex,-5.00,0.00,RON,COMPLETED,319.09
Card Payment,Current,2026-03-02 16:27:06,2026-03-03 18:02:32,Metrorex,-5.00,0.00,RON,COMPLETED,314.09
Card Payment,Current,2026-03-04 11:41:27,2026-03-04 16:23:07,Fast Vending Solution,-4.00,0.00,RON,COMPLETED,310.09
Card Payment,Current,2026-03-04 09:43:41,2026-03-04 16:58:03,Trading M2b,-25.00,0.00,RON,COMPLETED,285.09
Card Payment,Current,2026-03-04 20:22:34,2026-03-05 07:07:47,McDonald's,-10.00,0.00,RON,COMPLETED,275.09
Card Payment,Current,2026-03-04 14:23:27,2026-03-05 07:07:50,Agrolegum Conserv,-29.00,0.00,RON,COMPLETED,246.09
Card Payment,Current,2026-03-04 16:20:25,2026-03-05 07:16:07,Fast Vending Solution,-6.00,0.00,RON,COMPLETED,240.09
Transfer,Current,2026-03-05 17:25:35,2026-03-05 17:25:36,Transfer to Revolut user,-25.00,0.00,RON,COMPLETED,215.09
Card Payment,Current,2026-03-05 17:04:27,2026-03-06 04:17:06,Nova prompt,-6.00,0.00,RON,COMPLETED,209.09
Card Payment,Current,2026-03-05 17:04:06,2026-03-06 04:17:10,Nova prompt,-3.50,0.00,RON,COMPLETED,205.59
Card Payment,Current,2026-03-05 14:29:36,2026-03-06 04:22:47,Fast Vending Solution,-4.00,0.00,RON,COMPLETED,201.59
Card Payment,Current,2026-03-05 07:19:18,2026-03-06 07:29:14,Alecia StilFrutti,-4.50,0.00,RON,COMPLETED,197.09
Card Payment,Current,2026-03-06 10:39:02,2026-03-06 16:03:53,Fast Vending Solution,-6.00,0.00,RON,COMPLETED,191.09
Card Payment,Current,2026-03-05 12:07:51,2026-03-06 18:50:02,Facultatea de Automatică şi Calculatoare,-32.00,0.00,RON,COMPLETED,159.09
Card Payment,Current,2026-03-07 23:07:58,2026-03-08 07:08:58,Mega Image,-15.07,0.00,RON,COMPLETED,144.02
Card Payment,Current,2026-03-07 23:49:14,2026-03-08 07:09:00,Mega Image,-25.00,0.00,RON,COMPLETED,119.02
Card Payment,Current,2026-03-09 11:27:29,,Alecia StilFrutti,-4.50,0.00,RON,PENDING,
Card Payment,Current,2026-03-09 12:26:15,,Facultatea de Automatică şi Calculatoare,-12.00,0.00,RON,PENDING,
Card Payment,Current,2026-03-09 12:47:03,,Fast Vending Solution,-4.00,0.00,RON,PENDING,
Card Payment,Current,2026-03-09 15:45:50,,Megapan,-8.00,0.00,RON,PENDING,
